Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Fatal.Serious,Plane.Type
20020917X02400,Accident,MIA82FA038B,1982-01-23,"NEWPORT RICHEY, FL",United States,Non-Fatal,Airplane,N45453,CESSNA,150M,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 150M
20020917X02400,Accident,MIA82FA038A,1982-01-23,"NEWPORT RICHEY, FL",United States,Non-Fatal,Airplane,N32555,PIPER,PA-34-200T,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,PIPER PA-34-200T
20020917X02259,Accident,LAX82FA049B,1982-01-23,"VICTORVILLE, CA",United States,Fatal(2),Airplane,N32380,PIPER,PA-28-235,No,Part 91: General Aviation,2.0,0.0,4.0,0.0,2.0,PIPER PA-28-235
20020917X02113,Accident,FTW82FPD08,1982-01-23,"SAGINAW, TX",United States,Non-Fatal,Airplane,N7219S,CESSNA,150H,No,Part 91: General Aviation,0.0,1.0,0.0,0.0,1.0,CESSNA 150H
20020917X02002,Accident,FTW82DA049,1982-01-23,"HOUSTON, TX",United States,Non-Fatal,Airplane,N2536K,PIPER,PA-38-112,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,PIPER PA-38-112
20020917X02563,Accident,NYC82FNA10,1982-01-24,"TAUNTON, MA",United States,Non-Fatal,Airplane,N80420,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 172
20020917X02163,Accident,LAX82DA052,1982-01-24,"FLAGSTAFF, AZ",United States,Non-Fatal,Airplane,N13533,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 172
20020917X01895,Accident,CHI82FEE12,1982-01-24,"WHEELING, IL",United States,Non-Fatal,Airplane,N6492V,CESSNA,172RG,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172RG
20020917X01661,Accident,ATL82DA040,1982-01-24,"ATHENS, GA",United States,Non-Fatal,Airplane,N34975,CESSNA,177,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 177
20020917X01646,Accident,ANC82DAG16,1982-01-25,"BETHEL, AK",United States,Fatal(2),Airplane,N71734,CESSNA,182M,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,CESSNA 182M
20020917X01652,Accident,ANC82FA017,1982-01-25,"ANCHORAGE, AK",United States,Non-Fatal,Airplane,N4825B,CESSNA,152II,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 152II
20020917X02123,Accident,FTW82FPM09,1982-01-26,"MUSKOGEE, OK",United States,Non-Fatal,Airplane,N9413G,CESSNA,A188B,No,Part 137: Agricultural,0.0,1.0,0.0,0.0,1.0,CESSNA A188B
20020917X02485,Accident,NYC82DA020,1982-01-26,"SUSSEX, NJ",United States,Non-Fatal,Airplane,N5989W,PIPER,PA-28-140,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-28-140
20020917X02430,Accident,MKC82DA025,1982-01-26,"LEE'S SUMMIT, MO",United States,Non-Fatal,Airplane,N9259H,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 172N
20020917X02427,Accident,MKC82DA021,1982-01-26,"ESSEX, MO",United States,Non-Fatal,Airplane,N89772,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X01917,Accident,DEN82DA023,1982-01-26,"HAVRE, MT",United States,Non-Fatal,Airplane,N88202,BELLANCA,7GCBC,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BELLANCA 7GCBC
20020917X02491,Accident,NYC82DA027,1982-01-27,"ANSONIA, CT",United States,Non-Fatal,Airplane,N4918H,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 152
20020917X02164,Accident,LAX82DA053,1982-01-27,"LODI, CA",United States,Non-Fatal,Airplane,N64951,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X01925,Accident,DEN82DA031,1982-01-27,"BROOMFIELD, CO",United States,Non-Fatal,Airplane,N5745T,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172N
20020917X01783,Accident,CHI82DA031,1982-01-27,"HOFFMAN, MN",United States,Non-Fatal,Airplane,N3174C,AERONCA,7BCM,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AERONCA 7BCM
20020917X01742,Accident,ATL82FID05,1982-01-27,"CHARLOTTESVILLE, VA",United States,Non-Fatal,Airplane,N2466B,PIPER,PA-38-112,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-38-112
20020917X02325,Accident,LAX82FVM09,1982-01-28,"LOS GATOS, CA",United States,Fatal(1),Airplane,N32678,PIPER,28-151,No,Part 135: Air Taxi & Commuter,1.0,0.0,0.0,0.0,1.0,PIPER 28-151
20020917X02579,Accident,SEA82DA021,1982-01-28,"SUNRIVER, OR",United States,Non-Fatal,Airplane,N4604N,CESSNA,340A,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 340A
20020917X02428,Accident,MKC82DA022,1982-01-28,"WENTZVILLE, MO",United States,Non-Fatal,Airplane,N5333T,CESSNA,172H,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172H
20020917X02001,Accident,FTW82DA048,1982-01-28,"S. OF MORGAN CI, LA",United States,Non-Fatal,Airplane,N6265E,CESSNA,A185F,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA A185F
20020917X01662,Accident,ATL82DA043,1982-01-28,"LOUISVILLE, KY",United States,Non-Fatal,Airplane,N3654W,PIPER,PA-32-260,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-32-260
20020917X02468,Accident,MKC82FA023,1982-01-29,"5M E. GREENSBUR, KS",United States,Fatal(1),Airplane,N1589E,CESSNA,172N,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,CESSNA 172N
20020917X01768,Incident,ATL82IA042,1982-01-29,"ATLANTA, GA",United States,Incident,Airplane,N1851S,BEECH,B200,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BEECH B200
20020917X01758,Accident,ATL82FLG10,1982-01-29,"DARLINGTON, SC",United States,Fatal(1),Airplane,N1434Q,CESSNA,150,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,CESSNA 150
20020917X01919,Accident,DEN82DA025,1982-01-29,"NEAR GILLETE, WY",United States,Non-Fatal,Airplane,N758RD,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 172
20020917X02335,Incident,LAX82IA062,1982-01-30,"TRUCKEE, CA",United States,Incident,Airplane,N9674C,PIPER,PA-28R-201T,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28R-201T
20020917X02166,Accident,LAX82DA055,1982-01-30,"AVALON, CA",United States,Non-Fatal,Airplane,N4510H,MOONEY,M20J,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,MOONEY M20J
20020917X02313,Accident,LAX82FVA11,1982-01-30,"OAKDALE, CA",United States,Fatal(1),Airplane,N5173R,CESSNA,TR182,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,CESSNA TR182
20020917X02248,Accident,LAX82DVG15,1982-01-30,"REDDING, CA",United States,Non-Fatal,Airplane,N1669E,AERONCA,7AC,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,AERONCA 7AC
20020917X02168,Accident,LAX82DA057,1982-01-30,"ELKO, NV",United States,Non-Fatal,Airplane,N35289,CESSNA,177B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 177B
20020917X02167,Accident,LAX82DA056,1982-01-30,"BIG BEAR, CA",United States,Non-Fatal,Airplane,N54288,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 172
20020917X02003,Accident,FTW82DA050,1982-01-30,"BALD KNOB, AR",United States,Non-Fatal,Airplane,N3041N,CESSNA,140,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 140
20020917X01920,Accident,DEN82DA026,1982-01-30,"BRYCE CANYON, UT",United States,Non-Fatal,Airplane,N5447E,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172
20020917X01664,Accident,ATL82DA045,1982-01-30,"CONYERS, GA",United States,Non-Fatal,Airplane,N42042,CESSNA,182L,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182L
20020917X01663,Accident,ATL82DA044,1982-01-30,"CUMBERLAND ISLA, GA",United States,Non-Fatal,Airplane,N734YY,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 172N
20020917X02580,Accident,SEA82DA023,1982-01-30,"SINCLAIR ISLAND, WA",United States,Non-Fatal,Airplane,N53294,CESSNA,172P,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,0.0,CESSNA 172P
20020917X02547,Accident,NYC82FFA03,1982-01-31,"LAKE PLACID, NY",United States,Non-Fatal,Airplane,N6758B,PIPER,PA-22,No,Part 91: General Aviation,0.0,0.0,1.0,1.0,0.0,PIPER PA-22
20020917X02482,Accident,NYC82DA017,1982-01-31,"CALDWELL, NJ",United States,Non-Fatal,Airplane,N17065,CESSNA,150L,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 150L
20020917X02429,Accident,MKC82DA024,1982-01-31,"MALDEN, MO",United States,Non-Fatal,Airplane,N5005M,BEECH,36,No,Part 91: General Aviation,0.0,1.0,0.0,1.0,1.0,BEECH 36
20020917X02344,Accident,MIA82DA040,1982-01-31,"NEW PORT RICHEY, FL",United States,Non-Fatal,Airplane,N5406M,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 152
20020917X02343,Accident,MIA82DA039,1982-01-31,"DELAND, FL",United States,Non-Fatal,Airplane,N21481,PIPER,PA-28-161,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-28-161
20020917X02169,Accident,LAX82DA058,1982-01-31,"EL CAJON, CA",United States,Non-Fatal,Airplane,N2596K,CESSNA,180K,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 180K
20020917X02005,Accident,FTW82DA052,1982-01-31,"ALBUQUERQUE, NM",United States,Non-Fatal,Airplane,N89963,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 152
20020917X02004,Accident,FTW82DA051,1982-01-31,"MCKINNEY, TX",United States,Non-Fatal,Airplane,N6409M,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X01921,Accident,DEN82DA027,1982-01-31,"TRINIDAD, CO",United States,Non-Fatal,Airplane,N3921P,PIPER,PA-22,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,PIPER PA-22
20020917X02480,Accident,NYC82AA028,1982-02-01,"GROTON, CT",United States,Non-Fatal,Airplane,N451C,BEECH,99,No,Part 135: Air Taxi & Commuter,0.0,5.0,2.0,0.0,5.0,BEECH 99
20020917X02413,Accident,MIA82FLD13,1982-02-01,"CRYSTAL RIVER, FL",United States,Non-Fatal,Airplane,N5111D,CESSNA,172,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,1.0,CESSNA 172
20020917X02131,Accident,FTW82FQG14,1982-02-01,"PAMPA, TX",United States,Fatal(2),Airplane,N58947,CESSNA,182,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,CESSNA 182
20020917X02315,Accident,LAX82FVD09,1982-02-01,"SONOMA, CA",United States,Non-Fatal,Airplane,N5067C,BELLANCA,7ECA,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BELLANCA 7ECA
20020917X02170,Accident,LAX82DA059,1982-02-01,"LAS VEGAS, NV",United States,Non-Fatal,Airplane,N5481S,CESSNA,TR182,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA TR182
20020917X02006,Accident,FTW82DA053,1982-02-01,"LAS CRUCES, NM",United States,Non-Fatal,Airplane,N2575X,CESSNA,P206,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA P206
20020917X01784,Accident,CHI82DA033,1982-02-01,"ANDERSON, IN",United States,Non-Fatal,Airplane,N5400G,GRUMMAN,1159,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,GRUMMAN 1159
20020917X01922,Accident,DEN82DA028,1982-02-01,"ROCK SPRINGS, WY",United States,Non-Fatal,Airplane,N8178F,PIPER,PA-32,No,Part 135: Air Taxi & Commuter,0.0,1.0,0.0,0.0,1.0,PIPER PA-32
20020917X02539,Accident,NYC82FA029,1982-02-02,"NEWBURGH, NY",United States,Fatal(1),Airplane,N62481,PIPER,PA-23-250,No,Part 135: Air Taxi & Commuter,1.0,0.0,0.0,0.0,1.0,PIPER PA-23-250
20020917X02139,Accident,FTW82FRD08,1982-02-02,"JEANERETTE, LA",United States,Fatal(2),Airplane,N3166J,CESSNA,150G,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,CESSNA 150G
20020917X02581,Accident,SEA82DA024,1982-02-02,"MOSES LAKE, WA",United States,Non-Fatal,Airplane,N756GF,CESSNA,U206G,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA U206G
20020917X02007,Accident,FTW82DA054,1982-02-02,"DRYDEN, TX",United States,Non-Fatal,Airplane,N6618N,CESSNA,T210N,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA T210N
20020917X02297,Accident,LAX82FUJ27,1982-02-03,"PARADISE VALLEY, AZ",United States,Fatal(1),Airplane,N11578,MOONEY,M20J,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,MOONEY M20J
20020917X02582,Accident,SEA82DA025,1982-02-03,"NR. COLBERT, WA",United States,Non-Fatal,Airplane,N5527G,CESSNA,150J,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 150J
20020917X02252,Accident,LAX82DVM10,1982-02-03,"MT. HAMILTON, CA",United States,Non-Fatal,Airplane,N3579T,TAYLORCRAFT,F19,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,TAYLORCRAFT F19
20020917X02583,Accident,SEA82DA026,1982-02-04,"BURNS, OR",United States,Non-Fatal,Airplane,N5193X,BELLANCA,7KCAB,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BELLANCA 7KCAB
20020917X02348,Accident,MIA82DA050,1982-02-05,"120 NM SSE OF M, FL",United States,Fatal(2),Airplane,N1306H,PIPER,PA-28,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,PIPER PA-28
20020917X01724,Accident,ATL82FA047,1982-02-05,"LAMBSBURG, VA",United States,Fatal(4),Airplane,N75225,PIPER,PA-32R-300,No,Part 135: Air Taxi & Commuter,4.0,0.0,0.0,0.0,4.0,PIPER PA-32R-300
20020917X02570,Accident,NYC82FNE03,1982-02-05,"ELLINGTON, CT",United States,Non-Fatal,Airplane,N721FL,PIPER,PA-28-140,No,Part 91: General Aviation,0.0,1.0,1.0,0.0,1.0,PIPER PA-28-140
20020917X02585,Accident,SEA82DA028A,1982-02-06,"MEDFORD, OR",United States,Non-Fatal,Airplane,N56270,BOEING,A75N1,No,Part 137: Agricultural,0.0,0.0,0.0,3.0,0.0,BOEING A75N1
20020917X02415,Accident,MIA82FLD15,1982-02-06,"FT. PIERCE, FL",United States,Non-Fatal,Airplane,N747CE,PIPER,PA-31,No,Part 91: General Aviation,0.0,2.0,0.0,0.0,2.0,PIPER PA-31
20020917X02173,Accident,LAX82DA065B,1982-02-06,"SAN JOSE, CA",United States,Non-Fatal,Airplane,N71681,BELLANCA,7KCAB,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,BELLANCA 7KCAB
20020917X02585,Accident,SEA82DA028B,1982-02-06,"MEDFORD, OR",United States,Non-Fatal,Airplane,N95078,TAYLORCRAFT,BC12-D,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,TAYLORCRAFT BC12-D
20020917X02432,Accident,MKC82DA027,1982-02-06,"SPRINGFIELD, MO",United States,Non-Fatal,Airplane,N7041C,PIPER,PA-28-140,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28-140
20020917X02173,Accident,LAX82DA065A,1982-02-06,"SAN JOSE, CA",United States,Non-Fatal,Airplane,N3343D,CESSNA,180,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,CESSNA 180
20020917X02172,Accident,LAX82DA064,1982-02-06,"CORONA, CA",United States,Non-Fatal,Airplane,N49013,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 152
20020917X01790,Accident,CHI82DA039,1982-02-06,"EAST LANSING, MI",United States,Non-Fatal,Airplane,N7644F,PIPER,PA-28-181,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,PIPER PA-28-181
20020917X01788,Accident,CHI82DA037,1982-02-06,"BROWNSBURG, IN",United States,Non-Fatal,Airplane,N93607,ERCOUPE,415-C,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,ERCOUPE 415-C
20020917X01787,Accident,CHI82DA036,1982-02-06,"PEORIA, IL",United States,Non-Fatal,Airplane,N8510S,CESSNA,182H,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 182H
20020917X01786,Accident,CHI82DA035,1982-02-06,"BUFFALO, MN",United States,Non-Fatal,Airplane,N10794,CESSNA,150,No,Part 91: General Aviation,0.0,0.0,2.0,0.0,0.0,CESSNA 150
20020917X02402,Accident,MIA82FA044B,1982-02-07,"W. OF HOMESTEAD, FL",United States,Fatal(8),Airplane,N7361P,PIPER,PA-24-180,No,Part 91: General Aviation,8.0,0.0,0.0,0.0,8.0,PIPER PA-24-180
20020917X02402,Accident,MIA82FA044A,1982-02-07,"W. OF HOMESTEAD, FL",United States,Fatal(8),Airplane,N2280G,CESSNA,182B,No,Part 91: General Aviation,8.0,0.0,0.0,0.0,8.0,CESSNA 182B
20020917X02265,Accident,LAX82FA072,1982-02-07,"6 NM NORTH OF S, AZ",United States,Fatal(4),Airplane,N731NQ,CESSNA,P210N,No,Part 91: General Aviation,4.0,0.0,0.0,0.0,4.0,CESSNA P210N
20020917X02584,Accident,SEA82DA027,1982-02-07,"PROSSER, WA",United States,Non-Fatal,Airplane,N8280W,PIPER,PA-28-180,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-28-180
20020917X02495,Accident,NYC82DA033,1982-02-07,"MARTHAS VINEYARD, MA",United States,Non-Fatal,Airplane,N41694,BELLANCA,7KCAB,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,BELLANCA 7KCAB
20020917X02493,Accident,NYC82DA031,1982-02-07,"WRIGHTSTOWN, NJ",United States,Non-Fatal,Airplane,N738QM,CESSNA,172N,No,Part 91: General Aviation,0.0,0.0,0.0,5.0,0.0,CESSNA 172N
20020917X02434,Accident,MKC82DA029,1982-02-07,"CAPE GIRARDEAU, MO",United States,Non-Fatal,Airplane,N5272B,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X02433,Accident,MKC82DA028,1982-02-07,"WASHINGTON, IA",United States,Non-Fatal,Airplane,N2501N,PIPER,PA-38,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-38
20020917X02009,Accident,FTW82DA056,1982-02-07,"ARTESIA, NM",United States,Non-Fatal,Airplane,N33281,CESSNA,177RG,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 177RG
20020917X01792,Accident,CHI82DA041,1982-02-07,"BENTON HARBOR, MI",United States,Non-Fatal,Airplane,N9893J,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,4.0,0.0,CESSNA 172
20020917X01791,Accident,CHI82DA040,1982-02-07,"CANTON, MI",United States,Non-Fatal,Airplane,N46733,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X01789,Accident,CHI82DA038,1982-02-07,"GREENCASTLE, IN",United States,Non-Fatal,Airplane,N7804U,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172
20020917X02263,Accident,LAX82FA070,1982-02-08,"SANTA YSABEL, CA",United States,Fatal(1),Airplane,N733ZR,CESSNA,172N,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,CESSNA 172N
20020917X01667,Accident,ATL82DA049,1982-02-08,"BROWNSVILLE, KY",United States,Non-Fatal,Airplane,N13165,CESSNA,C-172,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA C-172
20020917X02129,Accident,FTW82FQD09,1982-02-08,"SANDERSON, TX",United States,Fatal(1),Airplane,N2887Z,PIPER,PA-18A-150,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,PIPER PA-18A-150
20020917X01879,Accident,CHI82DEE13,1982-02-08,"LANSING, IL",United States,Non-Fatal,Airplane,N65619,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X01794,Accident,CHI82DA043,1982-02-08,"MATTOON, IL",United States,Non-Fatal,Airplane,N8282Z,PIPER,PA-28R-201,No,Part 91: General Aviation,0.0,0.0,0.0,3.0,0.0,PIPER PA-28R-201
20020917X01793,Accident,CHI82DA042,1982-02-08,"VALPARAISO, IN",United States,Non-Fatal,Airplane,N2203B,PIPER,PA-28-161,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,PIPER PA-28-161
20020917X01754,Accident,ATL82FKW04,1982-02-08,"NASHVILLE, TN",United States,Non-Fatal,Airplane,N9479M,CESSNA,182P,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 182P
20020917X01668,Accident,ATL82DA050,1982-02-08,"STATESBORO, GA",United States,Non-Fatal,Airplane,N89047,CESSNA,140,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 140
20020917X01666,Accident,ATL82DA048,1982-02-08,"NASHVILLE, TN",United States,Non-Fatal,Airplane,N60427,BEECH,C-23,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,BEECH C-23
20020917X02175,Accident,LAX82DA068,1982-02-09,"HICKMAN, CA",United States,Non-Fatal,Airplane,N2562K,PIPER,PA-38-112,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,PIPER PA-38-112
20020917X02143,Accident,FTW82FRG22,1982-02-09,"CIBOLO, TX",United States,Fatal(1),Airplane,N7148N,BEECH,V35A,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,BEECH V35A
20020917X01769,Incident,ATL82IA051,1982-02-09,"BIRMINGHAM, AL",United States,Incident,Airplane,N205SG,BEECH,200,No,Part 91: General Aviation,0.0,0.0,0.0,10.0,0.0,BEECH 200
20020917X02174,Accident,LAX82DA066,1982-02-09,"CARLSBAD, CA",United States,Non-Fatal,Airplane,N69DH,CESSNA,310R,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 310R
20020917X01795,Accident,CHI82DA044,1982-02-09,"ANOKA, MN",United States,Non-Fatal,Airplane,N12562,CESSNA,172,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172
20020917X01743,Accident,ATL82FID06,1982-02-09,"NEWPORT NEWS, VA",United States,Non-Fatal,Airplane,N5218J,CESSNA,402B,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 402B
20020917X01627,Accident,ANC82DA018,1982-02-09,"FORT YUKON, AK",United States,Non-Fatal,Airplane,N8456Q,CESSNA,185,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,2.0,0.0,CESSNA 185
20020917X02416,Accident,MIA82FLD16,1982-02-10,"LAKE WALES, FL",United States,Non-Fatal,Airplane,N5207J,CESSNA,310,No,Part 91: General Aviation,0.0,2.0,0.0,0.0,2.0,CESSNA 310
20020917X02262,Accident,LAX82FA069,1982-02-10,"TWENTYNINE PALM, CA",United States,Fatal(2),Airplane,N200WJ,BEECH,95-C55,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,BEECH 95-C55
20020917X02494,Accident,NYC82DA032,1982-02-10,"PLYMOUTH, MA",United States,Non-Fatal,Airplane,N84330,CESSNA,172K,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 172K
20020917X01924,Accident,DEN82DA030,1982-02-10,"SPANISH FORK, UT",United States,Non-Fatal,Airplane,N5439J,CESSNA,421B,No,Part 91: General Aviation,0.0,0.0,0.0,2.0,0.0,CESSNA 421B
20020917X01725,Accident,ATL82FA052,1982-02-10,"JESSUP, GA",United States,Non-Fatal,Airplane,N8299F,CESSNA,401,No,Part 91: General Aviation,0.0,0.0,0.0,5.0,0.0,CESSNA 401
20020917X02403,Accident,MIA82FA045,1982-02-11,"MIAMI, FL",United States,Fatal(2),Airplane,N24CC,CESSNA,421,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,CESSNA 421
20020917X02243,Accident,LAX82DVA12,1982-02-11,"VALLEY HOME, CA",United States,Non-Fatal,Airplane,N6659Q,GRUMMAN,G-164B,No,Part 137: Agricultural,0.0,0.0,0.0,1.0,0.0,GRUMMAN G-164B
20020917X02435,Accident,MKC82DA030,1982-02-11,"CHESTERFIELD, MO",United States,Non-Fatal,Airplane,N757YE,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,0.0,1.0,0.0,CESSNA 152
20020917X02571,Incident,NYC82IA036,1982-02-12,"JAMAICA, NY",United States,Incident,Airplane,N80701,DE HAVILLAND,DHC-6-100,No,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,7.0,0.0,DE HAVILLAND DHC-6-100
20020917X01896,Accident,CHI82FEG02,1982-02-12,"PLEASANT HILL, OH",United States,Non-Fatal,Airplane,N5266P,PIPER,PA-24-250,No,Part 91: General Aviation,0.0,4.0,0.0,0.0,4.0,PIPER PA-24-250
20020917X01804,Accident,CHI82DA054,1982-02-12,"ELYRIA, OH",United States,Non-Fatal,Airplane,N49952,CESSNA,152,No,Part 91: General Aviation,0.0,0.0,1.0,0.0,0.0,CESSNA 152
20020917X02269,Accident,LAX82FA078,1982-02-13,"HOLLISTER, CA",United States,Fatal(4),Airplane,N99WM,CESSNA,172K,No,Part 91: General Aviation,4.0,0.0,0.0,0.0,4.0,CESSNA 172K
20020917X02267,Accident,LAX82FA074,1982-02-13,"NEAR SONOMA, CA",United States,Fatal(1),Airplane,N8455Y,PIPER,PA-34,No,Part 91: General Aviation,1.0,0.0,0.0,0.0,1.0,PIPER PA-34
20020917X02266,Accident,LAX82FA073,1982-02-13,"NEAR LOS BANOS, CA",United States,Fatal(2),Airplane,N1433J,ROCKWELL,112A,No,Part 91: General Aviation,2.0,0.0,0.0,0.0,2.0,ROCKWELL 112A
20020917X02264,Accident,LAX82FA071,1982-02-13,"GILROY, CA",United States,Fatal(4),Airplane,N8385D,BEECH,J35,No,Part 91: General Aviation,4.0,0.0,0.0,0.0,4.0,BEECH J35
